Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
AS,Asia,JPN,Japan,2010,All,Age80_84,[80-84],1143.00000000,0.54104716,,26.19592535,
AS,Asia,JPN,Japan,2010,All,Age85_over,[85+],1123.00000000,0.24837165,,29.44384432,
AS,Asia,JPN,Japan,2011,All,Age_all,[All],28905.00000000,2.30674202,18.17996837,22.90775083,
AS,Asia,JPN,Japan,2011,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2011,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2011,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2011,All,Age10_14,[10-14],74.00000000,10.16483516,,1.26172208,
AS,Asia,JPN,Japan,2011,All,Age15_19,[15-19],509.00000000,29.25287356,,8.47062739,
AS,Asia,JPN,Japan,2011,All,Age20_24,[20-24],1411.00000000,47.60458839,,22.87613489,
AS,Asia,JPN,Japan,2011,All,Age25_29,[25-29],1685.00000000,45.75074667,,24.05424697,
AS,Asia,JPN,Japan,2011,All,Age30_34,[30-34],1831.00000000,37.24572823,,23.18602001,
AS,Asia,JPN,Japan,2011,All,Age35_39,[35-39],2370.00000000,29.75891512,,24.82715273,
AS,Asia,JPN,Japan,2011,All,Age40_44,[40-44],2407.00000000,21.51027703,,26.29164391,
AS,Asia,JPN,Japan,2011,All,Age45_49,[45-49],2348.00000000,15.67527872,,29.96044405,
AS,Asia,JPN,Japan,2011,All,Age50_54,[50-54],2448.00000000,10.91054954,,32.43672983,
AS,Asia,JPN,Japan,2011,All,Age55_59,[55-59],2628.00000000,7.01641970,,31.86613314,
AS,Asia,JPN,Japan,2011,All,Age60_64,[60-64],3020.00000000,4.18746534,,28.56332167,
AS,Asia,JPN,Japan,2011,All,Age65_69,[65-69],2202.00000000,2.68333699,,28.16216908,
AS,Asia,JPN,Japan,2011,All,Age70_74,[70-74],1891.00000000,1.67177955,,26.44385401,
AS,Asia,JPN,Japan,2011,All,Age75_79,[75-79],1616.00000000,0.96358530,,26.39660242,
AS,Asia,JPN,Japan,2011,All,Age80_84,[80-84],1162.00000000,0.52791786,,25.93171167,
AS,Asia,JPN,Japan,2011,All,Age85_over,[85+],1164.00000000,0.24042086,,28.67701404,
AS,Asia,JPN,Japan,2012,All,Age_all,[All],26443.00000000,2.10473280,16.62724045,20.99350577,
AS,Asia,JPN,Japan,2012,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2012,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2012,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2012,All,Age10_14,[10-14],75.00000000,14.73477407,,1.28799588,
AS,Asia,JPN,Japan,2012,All,Age15_19,[15-19],510.00000000,37.25346969,,8.52700217,
AS,Asia,JPN,Japan,2012,All,Age20_24,[20-24],1279.00000000,51.65589661,,21.04656903,
AS,Asia,JPN,Japan,2012,All,Age25_29,[25-29],1588.00000000,49.57852014,,23.18586655,
AS,Asia,JPN,Japan,2012,All,Age30_34,[30-34],1587.00000000,39.04059041,,20.75866580,
AS,Asia,JPN,Japan,2012,All,Age35_39,[35-39],1997.00000000,29.34606907,,21.54725939,
AS,Asia,JPN,Japan,2012,All,Age40_44,[40-44],2168.00000000,20.95495844,,23.26679545,
AS,Asia,JPN,Japan,2012,All,Age45_49,[45-49],2216.00000000,16.01156069,,27.41895570,
AS,Asia,JPN,Japan,2012,All,Age50_54,[50-54],2274.00000000,10.94848339,,29.97232108,
AS,Asia,JPN,Japan,2012,All,Age55_59,[55-59],2154.00000000,6.48482659,,27.32462261,
AS,Asia,JPN,Japan,2012,All,Age60_64,[60-64],2608.00000000,3.86421893,,25.59874362,
AS,Asia,JPN,Japan,2012,All,Age65_69,[65-69],2119.00000000,2.64343010,,25.96495528,
AS,Asia,JPN,Japan,2012,All,Age70_74,[70-74],1889.00000000,1.69406405,,25.65181966,
AS,Asia,JPN,Japan,2012,All,Age75_79,[75-79],1584.00000000,0.96383196,,25.42128069,
AS,Asia,JPN,Japan,2012,All,Age80_84,[80-84],1161.00000000,0.52404703,,25.14075357,
AS,Asia,JPN,Japan,2012,All,Age85_over,[85+],1129.00000000,0.22115920,,26.28026071,
AS,Asia,JPN,Japan,2013,All,Age_all,[All],26080.00000000,2.05607536,16.32703478,20.74715204,
AS,Asia,JPN,Japan,2013,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2013,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2013,All,Age05_09,[5-9],1.00000000,0.22075055,,0.01880406,
AS,Asia,JPN,Japan,2013,All,Age10_14,[10-14],91.00000000,19.48608137,,1.58371041,
AS,Asia,JPN,Japan,2013,All,Age15_19,[15-19],455.00000000,35.88328076,,7.61761259,
AS,Asia,JPN,Japan,2013,All,Age20_24,[20-24],1254.00000000,51.75402394,,20.88607595,
AS,Asia,JPN,Japan,2013,All,Age25_29,[25-29],1426.00000000,49.27436075,,21.39534884,
AS,Asia,JPN,Japan,2013,All,Age30_34,[30-34],1602.00000000,40.98234843,,21.54963680,
AS,Asia,JPN,Japan,2013,All,Age35_39,[35-39],1981.00000000,30.77998757,,22.23843736,
AS,Asia,JPN,Japan,2013,All,Age40_44,[40-44],2174.00000000,21.47372580,,22.84333298,
AS,Asia,JPN,Japan,2013,All,Age45_49,[45-49],2209.00000000,15.71906355,,26.68196642,
AS,Asia,JPN,Japan,2013,All,Age50_54,[50-54],2211.00000000,10.74291823,,28.95115883,
AS,Asia,JPN,Japan,2013,All,Age55_59,[55-59],2049.00000000,6.53275945,,26.75633325,
AS,Asia,JPN,Japan,2013,All,Age60_64,[60-64],2311.00000000,3.67221763,,24.05537629,
AS,Asia,JPN,Japan,2013,All,Age65_69,[65-69],2173.00000000,2.63409904,,25.10977583,
AS,Asia,JPN,Japan,2013,All,Age70_74,[70-74],1979.00000000,1.77617821,,26.17032531,
AS,Asia,JPN,Japan,2013,All,Age75_79,[75-79],1650.00000000,1.02309719,,26.28225550,
AS,Asia,JPN,Japan,2013,All,Age80_84,[80-84],1211.00000000,0.54024152,,25.50547599,
AS,Asia,JPN,Japan,2013,All,Age85_over,[85+],1214.00000000,0.22962113,,26.82280159,
AS,Asia,JPN,Japan,2014,All,Age_all,[All],24429.00000000,1.91900418,15.45548640,19.47589132,
AS,Asia,JPN,Japan,2014,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2014,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2014,All,Age05_09,[5-9],2.00000000,0.43478261,,0.03801559,
AS,Asia,JPN,Japan,2014,All,Age10_14,[10-14],100.00000000,19.96007984,,1.76397954,
AS,Asia,JPN,Japan,2014,All,Age15_19,[15-19],434.00000000,36.01659751,,7.32613099,
AS,Asia,JPN,Japan,2014,All,Age20_24,[20-24],1178.00000000,50.77586207,,19.66939389,
AS,Asia,JPN,Japan,2014,All,Age25_29,[25-29],1423.00000000,49.53010790,,22.02104612,
AS,Asia,JPN,Japan,2014,All,Age30_34,[30-34],1522.00000000,39.06570842,,20.90946559,
AS,Asia,JPN,Japan,2014,All,Age35_39,[35-39],1763.00000000,29.98809321,,20.70950311,
AS,Asia,JPN,Japan,2014,All,Age40_44,[40-44],2043.00000000,20.29806259,,21.18195957,
AS,Asia,JPN,Japan,2014,All,Age45_49,[45-49],2046.00000000,14.90601778,,24.13305025,
AS,Asia,JPN,Japan,2014,All,Age50_54,[50-54],2016.00000000,10.16077819,,26.22268470,
AS,Asia,JPN,Japan,2014,All,Age55_59,[55-59],1998.00000000,6.59079664,,26.36231693,
AS,Asia,JPN,Japan,2014,All,Age60_64,[60-64],1995.00000000,3.48106788,,22.36296379,
AS,Asia,JPN,Japan,2014,All,Age65_69,[65-69],2143.00000000,2.51546489,,23.53134951,
AS,Asia,JPN,Japan,2014,All,Age70_74,[70-74],1853.00000000,1.61318406,,23.47352420,
AS,Asia,JPN,Japan,2014,All,Age75_79,[75-79],1506.00000000,0.96056945,,24.11529223,
AS,Asia,JPN,Japan,2014,All,Age80_84,[80-84],1207.00000000,0.54604266,,24.86608982,
AS,Asia,JPN,Japan,2014,All,Age85_over,[85+],1128.00000000,0.20759182,,23.66764583,
AS,Asia,JPN,Japan,2020,All,Age_all,[All],20252.00000000,1.47528146,13.74182098,16.41180742,
AS,Asia,JPN,Japan,2020,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2020,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2020,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2020,All,Age10_14,[10-14],122.00000000,28.63849765,,2.29548672,
AS,Asia,JPN,Japan,2020,All,Age15_19,[15-19],642.00000000,50.87163233,,11.42562629,
AS,Asia,JPN,Japan,2020,All,Age20_24,[20-24],1243.00000000,57.01834862,,21.01119814,
AS,Asia,JPN,Japan,2020,All,Age25_29,[25-29],1172.00000000,52.13523132,,19.69294465,
AS,Asia,JPN,Japan,2020,All,Age30_34,[30-34],1192.00000000,41.07512061,,18.73191828,
AS,Asia,JPN,Japan,2020,All,Age35_39,[35-39],1323.00000000,30.09554140,,18.30245112,
AS,Asia,JPN,Japan,2020,All,Age40_44,[40-44],1578.00000000,20.55222714,,19.10387338,
AS,Asia,JPN,Japan,2020,All,Age45_49,[45-49],1846.00000000,13.08199277,,19.07178865,
AS,Asia,JPN,Japan,2020,All,Age50_54,[50-54],1746.00000000,8.81284070,,20.37501939,
AS,Asia,JPN,Japan,2020,All,Age55_59,[55-59],1576.00000000,5.72653610,,20.18118504,
AS,Asia,JPN,Japan,2020,All,Age60_64,[60-64],1387.00000000,3.42350792,,18.86416253,
AS,Asia,JPN,Japan,2020,All,Age65_69,[65-69],1309.00000000,1.79388790,,16.02201025,
AS,Asia,JPN,Japan,2020,All,Age70_74,[70-74],1570.00000000,1.26511898,,17.17774093,
AS,Asia,JPN,Japan,2020,All,Age75_79,[75-79],1308.00000000,0.80673015,,18.60269842,
AS,Asia,JPN,Japan,2020,All,Age80_84,[80-84],1055.00000000,0.48723941,,19.60220712,
AS,Asia,JPN,Japan,2020,All,Age85_over,[85+],1143.00000000,0.17027908,,18.68636031,
AS,Asia,JPN,Japan,2019,All,Age_all,[All],19435.00000000,1.40721878,12.81486611,15.70743981,
AS,Asia,JPN,Japan,2019,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2019,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2019,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2019,All,Age10_14,[10-14],90.00000000,21.12676056,,1.70012095,
AS,Asia,JPN,Japan,2019,All,Age15_19,[15-19],564.00000000,47.91843670,,9.88336577,
AS,Asia,JPN,Japan,2019,All,Age20_24,[20-24],1040.00000000,50.93046033,,17.44895593,
AS,Asia,JPN,Japan,2019,All,Age25_29,[25-29],990.00000000,48.17518248,,16.88803065,
AS,Asia,JPN,Japan,2019,All,Age30_34,[30-34],1146.00000000,38.48220282,,17.69917518,
AS,Asia,JPN,Japan,2019,All,Age35_39,[35-39],1287.00000000,28.74692875,,17.56094446,
AS,Asia,JPN,Japan,2019,All,Age40_44,[40-44],1501.00000000,19.21157046,,17.57547237,
AS,Asia,JPN,Japan,2019,All,Age45_49,[45-49],1826.00000000,13.02053622,,18.94148430,
AS,Asia,JPN,Japan,2019,All,Age50_54,[50-54],1749.00000000,8.94858020,,20.74892590,
AS,Asia,JPN,Japan,2019,All,Age55_59,[55-59],1563.00000000,5.70646221,,20.54912035,
AS,Asia,JPN,Japan,2019,All,Age60_64,[60-64],1352.00000000,3.20797248,,18.14625776,
AS,Asia,JPN,Japan,2019,All,Age65_69,[65-69],1416.00000000,1.78135615,,16.36291466,
AS,Asia,JPN,Japan,2019,All,Age70_74,[70-74],1514.00000000,1.28342065,,17.51379124,
AS,Asia,JPN,Japan,2019,All,Age75_79,[75-79],1303.00000000,0.79563773,,18.06768908,
AS,Asia,JPN,Japan,2019,All,Age80_84,[80-84],1043.00000000,0.46911615,,19.64075681,
AS,Asia,JPN,Japan,2019,All,Age85_over,[85+],1015.00000000,0.15142880,,17.17723385,
AS,Asia,JPN,Japan,2018,All,Age_all,[All],20044.00000000,1.47115166,13.03824421,16.13611072,
AS,Asia,JPN,Japan,2018,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2018,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2018,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2018,All,Age10_14,[10-14],99.00000000,21.38228942,,1.85449692,
AS,Asia,JPN,Japan,2018,All,Age15_19,[15-19],503.00000000,44.00699913,,8.66784673,
AS,Asia,JPN,Japan,2018,All,Age20_24,[20-24],1045.00000000,52.09371884,,17.52443611,
AS,Asia,JPN,Japan,2018,All,Age25_29,[25-29],1059.00000000,47.78880866,,17.96935436,
AS,Asia,JPN,Japan,2018,All,Age30_34,[30-34],1235.00000000,39.65960180,,18.45915527,
AS,Asia,JPN,Japan,2018,All,Age35_39,[35-39],1288.00000000,27.93926247,,17.21215248,
AS,Asia,JPN,Japan,2018,All,Age40_44,[40-44],1574.00000000,18.87742864,,17.63463721,
AS,Asia,JPN,Japan,2018,All,Age45_49,[45-49],1818.00000000,12.98478680,,19.12468082,
AS,Asia,JPN,Japan,2018,All,Age50_54,[50-54],1856.00000000,9.52234365,,22.55446582,
AS,Asia,JPN,Japan,2018,All,Age55_59,[55-59],1562.00000000,5.70447739,,20.67675194,
AS,Asia,JPN,Japan,2018,All,Age60_64,[60-64],1352.00000000,3.11901631,,17.97535781,
AS,Asia,JPN,Japan,2018,All,Age65_69,[65-69],1571.00000000,1.81885543,,16.86632850,
AS,Asia,JPN,Japan,2018,All,Age70_74,[70-74],1498.00000000,1.30797709,,18.27894574,
AS,Asia,JPN,Japan,2018,All,Age75_79,[75-79],1360.00000000,0.85925851,,19.69853421,
AS,Asia,JPN,Japan,2018,All,Age80_84,[80-84],1104.00000000,0.49036373,,20.71212177,
AS,Asia,JPN,Japan,2018,All,Age85_over,[85+],1073.00000000,0.16535982,,18.87584077,
AS,Asia,JPN,Japan,2017,All,Age_all,[All],20479.00000000,1.52783093,13.20024677,16.42940329,
AS,Asia,JPN,Japan,2017,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2017,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2017,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2017,All,Age10_14,[10-14],100.00000000,22.88329519,,1.85796352,
AS,Asia,JPN,Japan,2017,All,Age15_19,[15-19],461.00000000,39.70714901,,7.81685830,
AS,Asia,JPN,Japan,2017,All,Age20_24,[20-24],1056.00000000,52.17391304,,17.83654228,
AS,Asia,JPN,Japan,2017,All,Age25_29,[25-29],1049.00000000,46.08963093,,17.48587461,
AS,Asia,JPN,Japan,2017,All,Age30_34,[30-34],1282.00000000,39.39766441,,18.62871446,
AS,Asia,JPN,Japan,2017,All,Age35_39,[35-39],1366.00000000,28.76395031,,17.77872644,
AS,Asia,JPN,Japan,2017,All,Age40_44,[40-44],1629.00000000,18.47567200,,17.55397200,
AS,Asia,JPN,Japan,2017,All,Age45_49,[45-49],1873.00000000,13.36043940,,20.14263957,
AS,Asia,JPN,Japan,2017,All,Age50_54,[50-54],1830.00000000,9.60125918,,22.78943422,
AS,Asia,JPN,Japan,2017,All,Age55_59,[55-59],1644.00000000,5.97231809,,21.91035652,
AS,Asia,JPN,Japan,2017,All,Age60_64,[60-64],1419.00000000,3.16007483,,18.34003906,
AS,Asia,JPN,Japan,2017,All,Age65_69,[65-69],1769.00000000,1.91381866,,17.92621372,
AS,Asia,JPN,Japan,2017,All,Age70_74,[70-74],1488.00000000,1.36337398,,19.29517876,
AS,Asia,JPN,Japan,2017,All,Age75_79,[75-79],1298.00000000,0.83309799,,19.33953549,
AS,Asia,JPN,Japan,2017,All,Age80_84,[80-84],1108.00000000,0.48990131,,20.99622144,
AS,Asia,JPN,Japan,2017,All,Age85_over,[85+],1059.00000000,0.16934544,,19.47095628,
AS,Asia,JPN,Japan,2016,All,Age_all,[All],21028.00000000,1.60795505,13.38747294,16.81967494,
AS,Asia,JPN,Japan,2016,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2016,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2016,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2016,All,Age10_14,[10-14],71.00000000,16.13636364,,1.29886024,
AS,Asia,JPN,Japan,2016,All,Age15_19,[15-19],430.00000000,36.87821612,,7.22521135,
AS,Asia,JPN,Japan,2016,All,Age20_24,[20-24],1001.00000000,48.05568891,,16.97203903,
AS,Asia,JPN,Japan,2016,All,Age25_29,[25-29],1166.00000000,47.03509480,,19.02492837,
AS,Asia,JPN,Japan,2016,All,Age30_34,[30-34],1253.00000000,37.35837806,,17.81096046,
AS,Asia,JPN,Japan,2016,All,Age35_39,[35-39],1447.00000000,27.86443289,,18.24916709,
AS,Asia,JPN,Japan,2016,All,Age40_44,[40-44],1739.00000000,18.77361546,,18.20833730,
AS,Asia,JPN,Japan,2016,All,Age45_49,[45-49],1890.00000000,13.57466063,,20.70606589,
AS,Asia,JPN,Japan,2016,All,Age50_54,[50-54],1854.00000000,9.51745380,,23.82233932,
AS,Asia,JPN,Japan,2016,All,Age55_59,[55-59],1686.00000000,5.95107832,,22.59539317,
AS,Asia,JPN,Japan,2016,All,Age60_64,[60-64],1563.00000000,3.24119196,,19.30804321,
AS,Asia,JPN,Japan,2016,All,Age65_69,[65-69],1871.00000000,2.00096252,,18.30149060,
AS,Asia,JPN,Japan,2016,All,Age70_74,[70-74],1513.00000000,1.40318662,,20.52201050,
AS,Asia,JPN,Japan,2016,All,Age75_79,[75-79],1338.00000000,0.87446408,,20.58452355,
AS,Asia,JPN,Japan,2016,All,Age80_84,[80-84],1085.00000000,0.48488803,,21.00514965,
AS,Asia,JPN,Japan,2016,All,Age85_over,[85+],1061.00000000,0.17913915,,20.43884374,
AS,Asia,JPN,Japan,2015,All,Age_all,[All],23160.00000000,1.79473112,14.49332780,18.48079281,
AS,Asia,JPN,Japan,2015,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2015,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2015,All,Age05_09,[5-9],1.00000000,0.22123894,,0.01898344,
AS,Asia,JPN,Japan,2015,All,Age10_14,[10-14],89.00000000,18.93617021,,1.59675024,
AS,Asia,JPN,Japan,2015,All,Age15_19,[15-19],447.00000000,36.63934426,,7.47768863,
AS,Asia,JPN,Japan,2015,All,Age20_24,[20-24],1052.00000000,50.07139457,,17.88055889,
AS,Asia,JPN,Japan,2015,All,Age25_29,[25-29],1235.00000000,47.20948012,,19.62542610,
AS,Asia,JPN,Japan,2015,All,Age30_34,[30-34],1398.00000000,39.39137785,,19.45926083,
AS,Asia,JPN,Japan,2015,All,Age35_39,[35-39],1573.00000000,29.11884487,,19.09412749,
AS,Asia,JPN,Japan,2015,All,Age40_44,[40-44],1984.00000000,20.30706244,,20.48296858,
AS,Asia,JPN,Japan,2015,All,Age45_49,[45-49],1966.00000000,14.51994092,,22.80887727,
AS,Asia,JPN,Japan,2015,All,Age50_54,[50-54],2008.00000000,10.18410509,,25.39021652,
AS,Asia,JPN,Japan,2015,All,Age55_59,[55-59],1822.00000000,6.34069950,,24.22791796,
AS,Asia,JPN,Japan,2015,All,Age60_64,[60-64],1809.00000000,3.46438899,,21.30859008,
AS,Asia,JPN,Japan,2015,All,Age65_69,[65-69],2025.00000000,2.29365592,,20.85420470,
AS,Asia,JPN,Japan,2015,All,Age70_74,[70-74],1877.00000000,1.64183935,,24.21420581,
AS,Asia,JPN,Japan,2015,All,Age75_79,[75-79],1449.00000000,0.94418923,,22.89304949,
AS,Asia,JPN,Japan,2015,All,Age80_84,[80-84],1232.00000000,0.55381987,,24.58083393,
AS,Asia,JPN,Japan,2015,All,Age85_over,[85+],1125.00000000,0.19772293,,22.81501143,
AS,Asia,JPN,Japan,2021,All,Age_all,[All],20299.00000000,1.40979376,14.00238776,16.53275736,
AS,Asia,JPN,Japan,2021,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2021,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2021,All,Age05_09,[5-9],2.00000000,0.60606061,,0.04033225,
AS,Asia,JPN,Japan,2021,All,Age10_14,[10-14],128.00000000,29.02494331,,2.41786622,
AS,Asia,JPN,Japan,2021,All,Age15_19,[15-19],633.00000000,52.57475083,,11.49378119,
AS,Asia,JPN,Japan,2021,All,Age20_24,[20-24],1285.00000000,58.86394869,,21.81780520,
AS,Asia,JPN,Japan,2021,All,Age25_29,[25-29],1241.00000000,53.44530577,,20.85693955,
AS,Asia,JPN,Japan,2021,All,Age30_34,[30-34],1181.00000000,41.25043660,,19.03340596,
AS,Asia,JPN,Japan,2021,All,Age35_39,[35-39],1297.00000000,30.21197298,,18.30676406,
AS,Asia,JPN,Japan,2021,All,Age40_44,[40-44],1527.00000000,21.34470226,,19.20004587,
AS,Asia,JPN,Japan,2021,All,Age45_49,[45-49],1945.00000000,14.22095489,,20.37534422,
AS,Asia,JPN,Japan,2021,All,Age50_54,[50-54],1852.00000000,8.84093947,,20.39944358,
AS,Asia,JPN,Japan,2021,All,Age55_59,[55-59],1648.00000000,5.92912394,,21.43485547,
AS,Asia,JPN,Japan,2021,All,Age60_64,[60-64],1284.00000000,3.20247419,,17.59199318,
AS,Asia,JPN,Japan,2021,All,Age65_69,[65-69],1210.00000000,1.74035613,,15.51299354,
AS,Asia,JPN,Japan,2021,All,Age70_74,[70-74],1637.00000000,1.20530718,,17.01637200,
AS,Asia,JPN,Japan,2021,All,Age75_79,[75-79],1246.00000000,0.78428410,,18.65624712,
AS,Asia,JPN,Japan,2021,All,Age80_84,[80-84],990.00000000,0.43963852,,17.86988772,
AS,Asia,JPN,Japan,2021,All,Age85_over,[85+],1156.00000000,0.15948259,,18.11733892,

